diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_omp_atomic_incompatible_mem_order_clause,Sema,directive '#pragma omp atomic%select{ %0|}1' cannot be used with '%2' clause,false,true
err_omp_atomic_no_compare,Sema,expected 'compare' clause with the '%0' modifier,false,true
err_omp_atomic_read_not_expression_statement,Sema,"the statement for 'atomic read' must be an expression statement of form 'v = x;', where v and x are both lvalue expressions with scalar type",false,true
err_omp_atomic_several_clauses,Sema,"directive '#pragma omp atomic' cannot contain more than one 'read', 'write', 'update', 'capture', or 'compare' clause",false,true
err_omp_atomic_update_not_expression_statement,Sema,"the statement for 'atomic update' must be an expression statement of form '++x;', '--x;', 'x++;', 'x--;', 'x binop= expr;', 'x = x binop expr' or 'x = expr binop x', where x is an lvalue expression with scalar type",false,true
err_omp_atomic_weak_no_equality,Sema,expected '==' operator for 'weak' clause,false,true
err_omp_atomic_write_not_expression_statement,Sema,"the statement for 'atomic write' must be an expression statement of form 'x = expr;', where x is a lvalue expression with scalar type",false,true
err_omp_begin_declare_target_unexpected_implicit_to_clause,Parse,"unexpected '(', only 'to', 'link' or 'device_type' clauses expected for 'begin declare target' directive",false,true
err_omp_bind_required_on_loop,Sema,expected 'bind' clause for 'loop' construct without an enclosing OpenMP construct,false,true
err_omp_bit_fields_forbidden_in_clause,Sema,bit fields cannot be used to specify storage in a '%0' clause,false,true
err_omp_cannot_update_with_internal_linkage,Sema,the host cannot update a declare target variable that is not externally visible,true,true
err_omp_clause_floating_type_arg,Sema,arguments of OpenMP clause '%0' with bitwise operators cannot be of floating type,false,true
err_omp_clause_not_arithmetic_type_arg,Sema,arguments of OpenMP clause '%0' for 'min' or 'max' must be of %select{scalar|arithmetic}1 type,false,true
err_omp_clause_requires_dispatch_construct,Sema,'%0' clause requires 'dispatch' context selector,false,true
err_omp_clauses_mutually_exclusive,Sema,'%0' and '%1' clause are mutually exclusive and may not appear on the same directive,false,true
err_omp_const_list_item,Sema,const-qualified list item cannot be %0,false,true
err_omp_const_not_mutable_variable,Sema,const-qualified variable without mutable fields cannot be %0,false,true
err_omp_const_variable,Sema,const-qualified variable cannot be %0,false,true
err_omp_critical_with_hint,Sema,constructs with the same name must have a 'hint' clause with the same value,false,true
err_omp_decl_in_declare_simd_variant,Parse,function declaration is expected after 'declare %select{simd|variant}0' directive,false,true
err_omp_declare_mapper_redefinition,Sema,redefinition of user-defined mapper for type %0 with name %1,false,true
err_omp_declare_mapper_wrong_var,Sema,only variable %0 is allowed in map clauses of this 'omp declare mapper' directive,false,true
err_omp_declare_reduction_redefinition,Sema,redefinition of user-defined reduction for type %0,false,true
err_omp_declare_simd_inbranch_notinbranch,Parse,"unexpected '%0' clause, '%1' is specified already",false,true
err_omp_declare_target_has_local_vars,Sema,local variable '%0' should not be used in 'declare target' directive;,false,true
err_omp_declare_target_indirect_device_type,Parse,only 'device_type(any)' clause is allowed with indirect clause,false,true
err_omp_declare_target_missing_enter_or_link_clause,Parse,"expected at least one %select{'enter' or 'link'|'enter', 'link' or 'indirect'}0 clause",false,true
err_omp_declare_target_missing_to_or_link_clause,Parse,"expected at least one %select{'to' or 'link'|'to', 'link' or 'indirect'}0 clause",false,true
err_omp_declare_target_multiple,Parse,%0 appears multiple times in clauses on the same declare target directive,false,true
err_omp_declare_target_to_and_link,Sema,%0 must not appear in both clauses 'to' and 'link',false,true
err_omp_declare_target_unexpected_clause,Parse,"unexpected '%0' clause, only %select{'device_type'|'to' or 'link'|'to', 'link' or 'device_type'|'device_type', 'indirect'|'to', 'link', 'device_type' or 'indirect'}1 clauses expected",false,true
err_omp_declare_target_unexpected_clause_52,Parse,"unexpected '%0' clause, only %select{'device_type'|'enter' or 'link'|'enter', 'link' or 'device_type'|'device_type', 'indirect'|'enter', 'link', 'device_type' or 'indirect'}1 clauses expected",false,true
err_omp_declare_target_unexpected_enter_clause,Parse,"unexpected 'enter' clause, use 'to' instead",false,true
err_omp_declare_target_unexpected_to_clause,Parse,"unexpected 'to' clause, use 'enter' instead",false,true
err_omp_declare_target_wrong_clause_after_implicit_enter,Parse,unexpected clause after an implicit 'enter' clause,false,true
err_omp_declare_target_wrong_clause_after_implicit_to,Parse,unexpected clause after an implicit 'to' clause,false,true
err_omp_declare_variant_diff,Sema,function with '#pragma omp declare variant' has a different %select{calling convention|return type|constexpr specification|inline specification|storage class|linkage}0,false,true
err_omp_declare_variant_doesnt_support,Sema,'#pragma omp declare variant' does not support %select{function templates|virtual functions|deduced return types|constructors|destructors|deleted functions|defaulted functions|constexpr functions|consteval function}0,false,true
err_omp_declare_variant_duplicate_nested_trait,Parse,nested OpenMP context selector contains duplicated trait '%0' in selector '%1' and set '%2' with different score,false,true
err_omp_declare_variant_incompat_attributes,Sema,'#pragma omp declare variant' is not compatible with any target-specific attributes,false,true
err_omp_declare_variant_incompat_types,Sema,variant in '#pragma omp declare variant' with type %0 is incompatible with type %1%select{| with appended arguments}2,true,true
err_omp_declare_variant_nested_user_condition,Parse,nested user conditions in OpenMP context selector not supported (yet),false,true
err_omp_declare_variant_prototype_required,Sema,function with '#pragma omp declare variant' must have a prototype when 'append_args' is used,false,true
err_omp_declare_variant_same_base_function,Sema,variant in '#pragma omp declare variant' is the same as the base function,false,true
err_omp_declare_variant_user_condition_not_constant,Sema,the user condition in the OpenMP context selector needs to be constant; %0 is not,false,true
err_omp_declare_variant_wrong_clause,Parse,"expected %select{'match'|'match', 'adjust_args', or 'append_args'}0 clause on 'omp declare variant' directive",false,true
err_omp_default_vc,Sema,wrong variable category specified with modifier %0 in the default clause,false,true
err_omp_defaultmap_no_attr_for_variable,Sema,"variable %0 must have explicitly specified data sharing attributes, data mapping attributes, or in an is_device_ptr clause",false,true
err_omp_depend_clause_thread_simd,Sema,'%0' clauses cannot be mixed with '%1' clause,false,true
err_omp_depend_modifier_not_iterator,Sema,expected iterator specification as depend modifier,false,true
err_omp_depend_sink_expected_loop_iteration,Sema,expected%select{| %1}0 loop iteration variable,false,true
err_omp_depend_sink_expected_plus_minus,Sema,expected '+' or '-' operation,false,true
err_omp_depend_sink_source_with_modifier,Sema,depend modifier cannot be used with 'sink' or 'source' depend type,false,true
err_omp_depend_sink_unexpected_expr,Sema,unexpected expression: number of expressions is larger than the number of associated loops,false,true
err_omp_depend_zero_length_array_section_not_allowed,Sema,zero-length array section is not allowed in 'depend' clause,false,true
err_omp_depobj_expected,Sema,expected depobj expression,false,true
err_omp_depobj_single_clause_expected,Sema,"exactly one of 'depend', 'destroy', or 'update' clauses is expected",false,true
err_omp_deprecate_old_syntax,Parse,"old syntax '%0' on '%1' clause was deprecated, use new syntax '%2'",false,true
err_omp_device_ancestor_without_requires_reverse_offload,Sema,device clause with ancestor device-modifier used without specifying 'requires reverse_offload',true,true
err_omp_device_type_mismatch,Sema,'device_type(%0)' does not match previously specified 'device_type(%1)' for the same declaration,false,true
err_omp_directive_before_requires,Sema,'%0' region encountered before requires directive with '%1' clause,true,true
err_omp_dispatch_statement_call,Sema,statement after '#pragma omp dispatch' must be a direct call to a target function or an assignment to one,false,true
err_omp_duplicate_map_type_modifier,Sema,same map type modifier has been specified more than once,false,true
err_omp_duplicate_modifier,Parse,duplicate modifier '%0' in '%1' clause,false,true
err_omp_duplicate_motion_modifier,Sema,same motion modifier has been specified more than once,false,true
err_omp_empty_loop_sequence,Sema,loop sequence after '#pragma omp %0' must contain at least 1 canonical loop or loop-generating construct,false,true
err_omp_expected_access_to_data_field,Sema,expected access to data field,false,true
err_omp_expected_addressable_lvalue_or_array_item,Sema,"expected addressable lvalue expression, array element%select{ or array section|, array section or array shaping expression}0%select{| of non 'omp_depend_t' type}1",false,true
err_omp_expected_array_alloctraits,Sema,"expected constant sized array of 'omp_alloctrait_t' elements, not %0",false,true
